customer_id,gender,age,state,region,income_bracket,acquisition_channel,product_category,order_amount,num_orders,first_order_date,last_order_date,lifetime_value,loyalty_member,satisfaction_score
CUST-0205,Female,35,Illinois,Midwest,Over $150K,Phone,Electronics,149.46,2,2024-07-14,2025-08-14,254.75,No,5
CUST-0206,Male,62,New York,Northeast,$100K-$150K,Email,Apparel,260.5,2,2023-01-01,2025-03-14,458.96,No,3
CUST-0207,Female,27,Ohio,Midwest,$75K-$100K,Direct Mail,Home & Garden,218.64,1,2024-02-10,2024-02-10,229.62,No,5
CUST-0208,Male,22,Texas,Southwest,$50K-$75K,Direct Mail,Electronics,111.1,2,2023-01-09,2025-12-13,208.3,Yes,5
CUST-0209,Male,36,Virginia,Southeast,$50K-$75K,Web,Apparel,72.97,6,2023-05-21,2025-01-26,485.71,No,3
CUST-0210,Male,61,Florida,Southeast,$75K-$100K,Email,Kitchen,157.43,1,2024-02-26,2024-02-26,164.74,No,3
CUST-0211,Male,59,Massachusetts,Northeast,$100K-$150K,Email,Home & Garden,242.02,1,2024-10-22,2024-10-22,201.77,No,4
CUST-0212,Male,64,Oregon,West,$100K-$150K,Direct Mail,Kitchen,74.85,2,2024-10-23,2024-02-25,166.69,No,3
CUST-0213,Male,53,Texas,Southwest,$75K-$100K,Direct Mail,Outdoor,20.68,2,2023-11-21,2024-05-15,39.49,No,4
CUST-0214,Female,71,Washington,West,$30K-$50K,Web,Apparel,43.93,7,2024-02-12,2025-06-02,281.25,No,5
CUST-0215,Male,62,Oklahoma,Southwest,$75K-$100K,Web,Home & Garden,86.8,3,2023-07-28,2024-06-08,264.19,No,4
CUST-0216,Female,68,Pennsylvania,Northeast,Over $150K,Direct Mail,Apparel,372.11,1,2024-09-18,2024-09-18,388.31,Yes,5
CUST-0217,Male,67,Florida,Southeast,$30K-$50K,Direct Mail,Electronics,63.31,3,2023-09-23,2024-06-19,180.2,No,5
CUST-0218,Female,73,New York,Northeast,$50K-$75K,Email,Home & Garden,195.38,4,2024-05-23,2025-04-11,784.89,Yes,5
CUST-0219,Male,38,North Carolina,Southeast,$100K-$150K,Phone,Kitchen,54.51,5,2023-01-03,2024-02-15,311.65,Yes,2
CUST-0220,Male,33,Minnesota,Midwest,Over $150K,Phone,Electronics,368.16,5,2024-03-05,2024-08-17,1709.59,No,5
CUST-0221,Female,29,Illinois,Midwest,$75K-$100K,Referral,Apparel,196.56,9,2024-02-15,2024-03-11,2035.81,No,5
CUST-0222,Male,57,Michigan,Midwest,$75K-$100K,Email,Home & Garden,192.16,5,2023-09-06,2025-04-20,910.17,No,5
CUST-0223,Male,31,Tennessee,Southeast,Under $30K,Email,Apparel,47.45,6,2023-01-10,2024-12-09,227.93,No,5
CUST-0224,Male,55,Illinois,Midwest,Over $150K,Email,Books & Media,389.85,1,2023-10-14,2023-10-14,326.39,No,5
CUST-0225,Female,51,Nevada,West,Over $150K,Direct Mail,Apparel,79.4,5,2023-03-18,2025-08-29,407.77,No,5
CUST-0226,Female,42,North Carolina,Southeast,Over $150K,Email,Outdoor,150.71,3,2023-08-28,2024-03-17,532.35,Yes,5
CUST-0227,Male,32,Massachusetts,Northeast,$50K-$75K,Email,Apparel,81.28,5,2024-04-07,2024-11-11,400.44,No,2
CUST-0228,Male,35,Indiana,Midwest,$100K-$150K,Email,Apparel,91.38,2,2024-06-09,2024-02-20,195.71,Yes,5
CUST-0229,Female,57,Connecticut,Northeast,$100K-$150K,Direct Mail,Electronics,245.58,1,2023-01-13,2023-01-13,202.52,No,3
CUST-0230,Female,65,Virginia,Southeast,$75K-$100K,Web,Electronics,75.46,5,2023-01-23,2024-03-07,331.68,No,5
CUST-0231,Male,24,Pennsylvania,Northeast,Over $150K,Direct Mail,Books & Media,190.27,5,2024-05-23,2024-01-31,906.72,No,4
CUST-0232,Female,50,North Carolina,Southeast,$100K-$150K,Direct Mail,Kitchen,90.71,2,2024-02-26,2025-07-17,179.9,Yes,4
CUST-0233,Male,62,Arizona,Southwest,Over $150K,Email,Apparel,171.52,4,2024-05-06,2025-07-11,763.31,Yes,4
CUST-0234,Female,33,Minnesota,Midwest,Under $30K,Web,Apparel,98.99,2,2024-04-28,2025-06-26,186.69,No,3
CUST-0235,Male,64,Florida,Southeast,$50K-$75K,Email,Outdoor,151.36,5,2023-08-13,2025-08-12,861.69,No,4
CUST-0236,Male,59,Georgia,Southeast,$50K-$75K,Web,Home & Garden,124.44,4,2023-12-27,2025-08-04,510.42,No,3
CUST-0237,Female,33,Colorado,Southwest,$75K-$100K,Direct Mail,Apparel,66.58,3,2023-01-01,2024-12-05,233.13,Yes,3
CUST-0238,Male,23,North Carolina,Southeast,$30K-$50K,Web,Apparel,28.42,3,2024-01-09,2024-03-15,80.95,No,4
CUST-0239,Female,42,Pennsylvania,Northeast,$30K-$50K,Direct Mail,Books & Media,129.19,8,2024-10-26,2024-11-20,898.83,No,4
CUST-0240,Male,64,Oregon,West,$75K-$100K,Direct Mail,Home & Garden,170.85,1,2023-01-02,2023-01-02,201.52,No,4
CUST-0241,Male,60,California,West,$50K-$75K,Phone,Kitchen,133.33,1,2024-05-23,2024-05-23,114.16,No,3
CUST-0242,Male,74,Ohio,Midwest,$100K-$150K,Web,Outdoor,146.44,2,2023-09-13,2025-12-10,242.25,Yes,3
CUST-0243,Female,50,New York,Northeast,$100K-$150K,Referral,Outdoor,159.33,2,2024-07-13,2025-01-19,267.86,No,5
CUST-0244,Female,26,Georgia,Southeast,$100K-$150K,Direct Mail,Apparel,94.96,1,2023-12-17,2023-12-17,82.43,No,5
CUST-0245,Female,60,California,West,Over $150K,Phone,Kitchen,189.59,4,2024-09-13,2025-03-20,654.34,Yes,3
CUST-0246,Female,64,Virginia,Southeast,$50K-$75K,Direct Mail,Apparel,120.78,6,2023-06-07,2024-02-25,684.34,No,3
CUST-0247,Male,28,Nevada,West,Under $30K,Direct Mail,Home & Garden,18.09,6,2023-11-12,2025-02-11,107.28,No,3
CUST-0248,Male,45,Nevada,West,$100K-$150K,Email,Home & Garden,95.56,3,2023-08-20,2024-10-02,294.05,Yes,4
CUST-0249,Female,73,New York,Northeast,$75K-$100K,Referral,Electronics,140.9,6,2024-06-19,2025-03-04,1002.86,No,5
CUST-0250,Female,41,Washington,West,$30K-$50K,Referral,Kitchen,86.31,7,2024-08-08,2025-11-24,720.84,Yes,5
CUST-0251,Male,35,Arizona,Southwest,$100K-$150K,Direct Mail,Home & Garden,296.75,2,2024-10-04,2024-05-31,672.82,Yes,5
CUST-0252,Female,57,New York,Northeast,$50K-$75K,Email,Home & Garden,99.76,6,2024-12-18,2025-09-30,619.53,No,3
CUST-0253,Male,28,Georgia,Southeast,$75K-$100K,Direct Mail,Home & Garden,136.91,2,2024-02-25,2024-09-27,261.01,No,4
CUST-0254,Female,47,Massachusetts,Northeast,$30K-$50K,Web,Kitchen,17.74,6,2023-12-06,2025-12-08,95.27,No,5
CUST-0255,Female,74,Illinois,Midwest,$100K-$150K,Email,Outdoor,260.66,4,2023-08-22,2024-05-17,959.43,No,5
CUST-0256,Female,60,Michigan,Midwest,$75K-$100K,Direct Mail,Apparel,200.92,5,2024-06-12,2025-01-17,1133.6,No,3
CUST-0257,Female,30,Indiana,Midwest,$100K-$150K,Email,Electronics,70.71,6,2023-07-25,2024-02-29,381.75,No,5
CUST-0258,Female,74,North Carolina,Southeast,$75K-$100K,Email,Books & Media,169.22,1,2024-05-15,2024-05-15,175.59,Yes,5
CUST-0259,Female,44,Utah,West,$30K-$50K,Phone,Kitchen,113.95,2,2024-01-31,2024-02-20,197.17,No,5
CUST-0260,Male,39,Georgia,Southeast,$75K-$100K,Email,Outdoor,232.7,4,2024-04-30,2024-05-15,985.67,No,1
CUST-0261,Female,67,Indiana,Midwest,Over $150K,Web,Home & Garden,169.3,2,2023-09-16,2024-08-11,334.09,No,5
CUST-0262,Male,22,Colorado,Southwest,$75K-$100K,Web,Outdoor,101.08,4,2024-09-15,2024-10-16,371.73,Yes,2
CUST-0263,Female,38,Michigan,Midwest,$75K-$100K,Referral,Kitchen,59.82,3,2023-09-04,2024-02-28,201.38,No,4
CUST-0264,Male,63,Ohio,Midwest,$75K-$100K,Direct Mail,Books & Media,107.82,5,2024-08-20,2025-12-26,645.79,No,4
CUST-0265,Female,64,Tennessee,Southeast,$50K-$75K,Email,Apparel,136.66,3,2023-10-28,2024-04-09,405.19,No,5
CUST-0266,Female,63,Washington,West,$30K-$50K,Email,Kitchen,57.45,5,2023-12-06,2025-01-15,259.74,Yes,5
CUST-0267,Male,52,Texas,Southwest,$100K-$150K,Email,Outdoor,128.41,2,2023-02-25,2024-06-03,219.57,Yes,4
CUST-0268,Male,42,Nevada,West,$100K-$150K,Direct Mail,Apparel,114.8,9,2023-11-17,2025-10-11,850.54,No,3
CUST-0269,Male,53,Tennessee,Southeast,$100K-$150K,Phone,Apparel,142.85,2,2024-03-15,2025-05-03,272.37,Yes,3
CUST-0270,Female,70,Illinois,Midwest,$100K-$150K,Direct Mail,Kitchen,196.41,1,2024-12-11,2024-12-11,226.03,Yes,3
CUST-0271,Female,32,Utah,West,$30K-$50K,Direct Mail,Books & Media,79.48,3,2024-06-20,2024-12-11,232.11,No,3
CUST-0272,Male,32,New Mexico,Southwest,Over $150K,Referral,Home & Garden,114.51,5,2023-05-15,2024-08-04,626.16,No,3
CUST-0273,Female,62,Illinois,Midwest,$50K-$75K,Email,Apparel,199.02,4,2024-10-31,2024-01-21,652.22,Yes,4
CUST-0274,Female,52,New Jersey,Northeast,$100K-$150K,Direct Mail,Kitchen,25.08,2,2023-04-14,2025-11-09,50.57,No,5
CUST-0275,Male,40,Texas,Southwest,$30K-$50K,Direct Mail,Apparel,41.56,2,2024-06-19,2024-07-25,78.4,No,3
CUST-0276,Male,66,Nevada,West,Over $150K,Email,Apparel,278.5,7,2024-08-10,2025-11-16,1944.9,No,5
CUST-0277,Female,63,New York,Northeast,$50K-$75K,Referral,Home & Garden,100.89,1,2023-06-28,2023-06-28,115.99,No,4
CUST-0278,Male,28,Minnesota,Midwest,$100K-$150K,Phone,Apparel,60.9,4,2023-12-03,2025-01-01,282.04,No,3
CUST-0279,Female,33,Pennsylvania,Northeast,$30K-$50K,Email,Electronics,135.68,4,2024-05-04,2025-03-07,575.03,No,3
CUST-0280,Male,48,Massachusetts,Northeast,Over $150K,Email,Electronics,192.12,4,2024-01-03,2025-09-18,623.64,No,5
CUST-0281,Female,29,Virginia,Southeast,$100K-$150K,Email,Apparel,204.26,1,2024-11-25,2024-11-25,206.29,No,5
CUST-0282,Male,49,North Carolina,Southeast,$75K-$100K,Direct Mail,Home & Garden,168.14,2,2024-07-25,2025-09-19,276.36,No,3
CUST-0283,Male,26,Oklahoma,Southwest,$100K-$150K,Email,Home & Garden,99.69,3,2024-07-17,2025-10-20,284.55,No,2
CUST-0284,Female,27,Colorado,Southwest,$100K-$150K,Email,Apparel,160.52,4,2023-04-16,2025-02-17,619.57,No,1
CUST-0285,Female,54,New Jersey,Northeast,$75K-$100K,Web,Electronics,93.67,6,2023-08-17,2025-04-10,524.25,No,4
CUST-0286,Male,28,Minnesota,Midwest,$100K-$150K,Direct Mail,Home & Garden,252.79,8,2023-10-26,2025-07-14,2040.1,No,2
CUST-0287,Male,74,Virginia,Southeast,$100K-$150K,Web,Apparel,192.01,1,2024-02-07,2024-02-07,170.17,No,3
CUST-0288,Female,24,Illinois,Midwest,Over $150K,Phone,Electronics,315.69,3,2024-11-05,2025-08-26,1119.89,Yes,4
CUST-0289,Female,75,California,West,$75K-$100K,Referral,Outdoor,220.06,4,2023-06-27,2024-05-11,740.65,No,4
CUST-0290,Female,48,Indiana,Midwest,Over $150K,Referral,Kitchen,131.23,8,2023-10-29,2025-04-08,1177.84,Yes,4
CUST-0291,Female,67,Oregon,West,$100K-$150K,Web,Apparel,80.7,4,2024-12-04,2024-12-19,377.18,Yes,5
CUST-0292,Female,67,Tennessee,Southeast,$30K-$50K,Email,Electronics,96.45,4,2024-03-03,2025-11-21,424.05,No,3
CUST-0293,Male,23,Texas,Southwest,$50K-$75K,Direct Mail,Apparel,64.39,5,2023-10-21,2025-11-30,289.83,No,4
CUST-0294,Male,44,Ohio,Midwest,$100K-$150K,Direct Mail,Outdoor,227.71,6,2024-10-24,2025-07-28,1305.54,No,5
CUST-0295,Female,46,Illinois,Midwest,$50K-$75K,Phone,Kitchen,193.68,1,2023-09-15,2023-09-15,170.68,No,5
CUST-0296,Female,70,Arizona,Southwest,$75K-$100K,Web,Apparel,178.93,1,2024-04-04,2024-04-04,155.84,No,3
CUST-0297,Male,46,Tennessee,Southeast,Under $30K,Direct Mail,Home & Garden,26.86,6,2023-01-06,2024-12-04,158.99,No,2
CUST-0298,Male,71,Indiana,Midwest,Over $150K,Web,Kitchen,211.5,3,2024-01-02,2024-03-15,706.59,Yes,3
CUST-0299,Male,72,Tennessee,Southeast,$75K-$100K,Email,Electronics,38.41,1,2023-08-07,2023-08-07,40.92,Yes,3
CUST-0300,Female,57,Utah,West,$100K-$150K,Referral,Apparel,208.13,2,2024-10-19,2025-09-20,485.96,Yes,2
CUST-0301,Male,46,Minnesota,Midwest,$50K-$75K,Web,Apparel,110.62,5,2024-06-10,2025-06-04,541.06,Yes,5
CUST-0302,Male,28,North Carolina,Southeast,$30K-$50K,Referral,Electronics,13.08,1,2024-11-17,2024-11-17,13.76,Yes,4
CUST-0303,Female,63,Massachusetts,Northeast,$100K-$150K,Direct Mail,Kitchen,29.09,4,2023-02-08,2024-03-30,96.5,Yes,3
CUST-0304,Male,38,New Jersey,Northeast,$50K-$75K,Email,Home & Garden,73.53,2,2023-05-02,2025-07-01,117.99,No,2
CUST-0305,Male,44,California,West,Over $150K,Direct Mail,Outdoor,141.5,1,2024-03-24,2024-03-24,134.79,No,2
CUST-0306,Male,30,Tennessee,Southeast,$100K-$150K,Phone,Outdoor,104.36,4,2023-11-02,2025-11-24,482.06,No,5
CUST-0307,Male,29,Illinois,Midwest,Under $30K,Web,Home & Garden,69.78,1,2023-08-04,2023-08-04,76.71,No,4
CUST-0308,Male,32,Colorado,Southwest,$30K-$50K,Web,Home & Garden,28.96,4,2024-08-03,2024-02-25,132.12,No,5
CUST-0309,Male,40,Colorado,Southwest,$75K-$100K,Direct Mail,Apparel,146.89,8,2024-01-01,2024-05-11,1255.64,Yes,3
CUST-0310,Female,53,Massachusetts,Northeast,$75K-$100K,Web,Home & Garden,147.69,3,2024-01-09,2024-11-19,524.36,Yes,4
CUST-0311,Female,75,Virginia,Southeast,$50K-$75K,Web,Home & Garden,103.79,2,2023-11-09,2025-05-13,211.87,Yes,4
CUST-0312,Male,38,Ohio,Midwest,$100K-$150K,Web,Kitchen,270.06,6,2024-10-08,2024-02-01,1823.0,No,5
CUST-0313,Female,56,Florida,Southeast,$100K-$150K,Email,Kitchen,63.75,2,2024-08-26,2024-10-24,108.83,No,2
CUST-0314,Male,64,Indiana,Midwest,$50K-$75K,Referral,Books & Media,141.57,5,2023-05-24,2025-04-01,611.36,No,4
CUST-0315,Female,24,Virginia,Southeast,$50K-$75K,Email,Apparel,83.35,1,2023-07-31,2023-07-31,83.95,No,4
CUST-0316,Male,63,Texas,Southwest,$50K-$75K,Web,Electronics,168.48,6,2023-09-27,2025-08-15,1028.81,Yes,4
CUST-0317,Male,55,Indiana,Midwest,$50K-$75K,Referral,Apparel,90.08,5,2023-12-20,2025-05-13,503.13,No,1
CUST-0318,Male,36,Virginia,Southeast,$30K-$50K,Web,Apparel,39.66,2,2023-05-02,2025-11-07,70.76,No,5
CUST-0319,Female,35,Oklahoma,Southwest,$75K-$100K,Web,Home & Garden,72.09,1,2024-08-29,2024-08-29,62.32,No,2
CUST-0320,Male,32,Washington,West,$50K-$75K,Direct Mail,Books & Media,125.88,3,2023-01-20,2025-11-08,426.17,No,3
CUST-0321,Female,32,Nevada,West,$50K-$75K,Email,Apparel,122.79,5,2024-09-30,2025-11-06,616.6,Yes,4
CUST-0322,Male,36,Colorado,Southwest,$50K-$75K,Direct Mail,Apparel,111.7,7,2024-12-01,2025-03-05,884.02,No,3
CUST-0323,Male,72,Utah,West,$75K-$100K,Phone,Apparel,164.39,7,2024-07-06,2024-01-02,1333.45,No,4
CUST-0324,Female,24,Nevada,West,$75K-$100K,Email,Books & Media,125.03,5,2023-12-25,2025-08-26,701.32,No,5
CUST-0325,Female,30,California,West,$50K-$75K,Phone,Books & Media,30.51,3,2024-07-10,2025-02-22,82.66,Yes,5
CUST-0326,Male,55,New Jersey,Northeast,Under $30K,Web,Kitchen,44.07,2,2023-06-08,2025-03-12,93.48,Yes,5
CUST-0327,Female,61,Colorado,Southwest,$50K-$75K,Web,Kitchen,91.45,5,2024-05-09,2024-07-02,433.51,No,3
CUST-0328,Female,71,Indiana,Midwest,$100K-$150K,Web,Outdoor,205.45,5,2024-04-02,2025-12-17,1211.84,Yes,4
CUST-0329,Male,32,Indiana,Midwest,$50K-$75K,Web,Outdoor,167.3,3,2024-09-06,2025-03-21,419.22,Yes,4
CUST-0330,Female,47,California,West,$75K-$100K,Email,Kitchen,150.64,8,2023-06-29,2025-10-17,1202.41,Yes,5
CUST-0331,Male,24,Oregon,West,$100K-$150K,Email,Kitchen,193.22,4,2024-01-04,2024-09-01,820.8,No,2
CUST-0332,Female,64,Minnesota,Midwest,$50K-$75K,Web,Electronics,151.33,1,2023-04-03,2023-04-03,154.33,No,4
CUST-0333,Female,74,Oregon,West,$50K-$75K,Web,Apparel,187.0,3,2023-09-25,2024-06-28,540.16,Yes,2
CUST-0334,Male,73,Michigan,Midwest,$75K-$100K,Direct Mail,Electronics,194.13,2,2024-03-29,2025-01-21,398.07,No,5
CUST-0335,Male,52,Oklahoma,Southwest,$30K-$50K,Direct Mail,Kitchen,159.14,4,2023-08-24,2024-11-19,614.26,No,4
CUST-0336,Female,27,Ohio,Midwest,$50K-$75K,Web,Home & Garden,117.59,1,2023-11-18,2023-11-18,110.7,No,3
CUST-0337,Male,37,Virginia,Southeast,$100K-$150K,Phone,Apparel,78.77,1,2024-09-25,2024-09-25,74.23,No,3
CUST-0338,Male,70,Connecticut,Northeast,$100K-$150K,Referral,Outdoor,125.51,2,2024-08-11,2024-10-08,250.1,No,5
CUST-0339,Male,70,Minnesota,Midwest,$75K-$100K,Direct Mail,Outdoor,124.19,3,2024-05-29,2024-12-21,356.73,No,3
CUST-0340,Female,42,New Jersey,Northeast,$75K-$100K,Direct Mail,Apparel,146.98,2,2024-09-19,2024-09-22,257.17,Yes,3
CUST-0341,Female,33,Oregon,West,$75K-$100K,Direct Mail,Kitchen,100.65,6,2023-10-14,2025-04-06,526.57,Yes,4
CUST-0342,Female,73,Florida,Southeast,$50K-$75K,Email,Home & Garden,41.98,8,2023-06-03,2025-04-29,376.9,Yes,4
CUST-0343,Female,72,Utah,West,$75K-$100K,Direct Mail,Outdoor,28.59,1,2023-06-17,2023-06-17,23.56,No,4
CUST-0344,Female,38,Connecticut,Northeast,$50K-$75K,Web,Books & Media,62.68,1,2023-05-05,2023-05-05,58.95,No,4
CUST-0345,Male,71,Utah,West,$50K-$75K,Email,Electronics,158.33,2,2023-03-22,2025-01-25,331.06,No,5
CUST-0346,Female,62,North Carolina,Southeast,$75K-$100K,Email,Books & Media,35.56,2,2023-11-18,2024-11-20,75.47,No,4
CUST-0347,Female,71,New Mexico,Southwest,$100K-$150K,Email,Electronics,290.43,2,2023-07-08,2024-01-24,493.74,Yes,3
CUST-0348,Male,47,Massachusetts,Northeast,$30K-$50K,Direct Mail,Outdoor,93.17,1,2024-02-11,2024-02-11,94.06,No,3
CUST-0349,Male,63,Washington,West,Over $150K,Email,Apparel,302.91,2,2023-05-10,2024-05-14,612.3,Yes,2
CUST-0350,Female,51,Michigan,Midwest,Over $150K,Email,Home & Garden,194.59,8,2024-12-15,2025-07-06,1355.61,No,4
CUST-0351,Female,44,Nevada,West,$75K-$100K,Direct Mail,Apparel,86.35,2,2023-06-09,2024-11-06,138.89,No,5
CUST-0352,Female,52,North Carolina,Southeast,$75K-$100K,Web,Electronics,185.71,2,2024-03-16,2024-10-26,385.83,No,4
CUST-0353,Female,47,Virginia,Southeast,$50K-$75K,Web,Kitchen,168.26,1,2023-03-23,2023-03-23,163.03,Yes,5
CUST-0354,Female,63,Oregon,West,$100K-$150K,Phone,Home & Garden,259.34,1,2023-10-24,2023-10-24,218.92,No,4
CUST-0355,Male,42,Nevada,West,Under $30K,Direct Mail,Electronics,29.64,1,2023-10-03,2023-10-03,25.19,No,1
CUST-0356,Male,53,Massachusetts,Northeast,$50K-$75K,Email,Outdoor,107.2,2,2024-12-14,2024-02-02,199.84,No,5
CUST-0357,Female,26,Pennsylvania,Northeast,$75K-$100K,Direct Mail,Outdoor,73.52,2,2023-01-13,2024-05-04,174.95,No,4
CUST-0358,Male,34,Arizona,Southwest,$75K-$100K,Phone,Electronics,236.03,3,2024-11-28,2024-11-15,831.64,Yes,5
CUST-0359,Male,38,Utah,West,$75K-$100K,Direct Mail,Home & Garden,29.56,4,2023-04-26,2024-08-29,124.53,Yes,3
CUST-0360,Male,47,Indiana,Midwest,$100K-$150K,Direct Mail,Apparel,239.91,3,2024-09-02,2024-06-07,682.71,Yes,3
CUST-0361,Female,70,New Jersey,Northeast,$75K-$100K,Direct Mail,Kitchen,173.69,5,2023-05-09,2025-05-14,775.59,No,5
CUST-0362,Male,23,Minnesota,Midwest,$75K-$100K,Email,Apparel,217.5,3,2024-03-24,2025-07-26,598.92,No,3
CUST-0363,Female,42,Tennessee,Southeast,$100K-$150K,Direct Mail,Outdoor,276.27,3,2023-03-12,2025-06-27,714.44,Yes,3
CUST-0364,Male,71,Minnesota,Midwest,$75K-$100K,Email,Apparel,22.16,6,2024-09-27,2024-09-01,123.42,Yes,5
CUST-0365,Female,71,Arizona,Southwest,$75K-$100K,Web,Home & Garden,160.28,1,2024-06-19,2024-06-19,170.47,Yes,5
CUST-0366,Male,28,Florida,Southeast,$75K-$100K,Direct Mail,Electronics,203.66,4,2024-06-22,2025-09-30,880.24,Yes,4
CUST-0367,Male,35,California,West,$75K-$100K,Referral,Outdoor,121.91,4,2024-01-05,2025-07-25,535.13,No,5
CUST-0368,Female,55,New Jersey,Northeast,Under $30K,Direct Mail,Home & Garden,113.85,8,2023-04-10,2024-04-13,992.83,No,3
CUST-0369,Male,57,Washington,West,$100K-$150K,Email,Apparel,199.72,2,2024-04-14,2025-12-20,425.84,No,3
CUST-0370,Female,54,Tennessee,Southeast,$50K-$75K,Direct Mail,Books & Media,96.96,2,2023-11-19,2025-07-17,232.04,Yes,4
CUST-0371,Male,58,New Mexico,Southwest,$75K-$100K,Email,Electronics,183.3,2,2024-04-08,2025-04-03,434.03,Yes,2
CUST-0372,Male,55,Indiana,Midwest,$30K-$50K,Phone,Apparel,157.69,1,2023-11-19,2023-11-19,127.52,No,4
CUST-0373,Male,28,Indiana,Midwest,Under $30K,Email,Apparel,49.75,3,2023-08-27,2024-09-19,167.82,Yes,4
CUST-0374,Female,72,Florida,Southeast,$75K-$100K,Email,Outdoor,174.03,5,2023-04-08,2025-09-01,919.66,Yes,5
CUST-0375,Male,71,Texas,Southwest,$50K-$75K,Phone,Home & Garden,187.1,1,2023-08-21,2023-08-21,205.64,No,5
CUST-0376,Female,55,Texas,Southwest,Under $30K,Email,Apparel,64.77,1,2023-02-21,2023-02-21,69.27,No,5
CUST-0377,Male,36,Utah,West,$50K-$75K,Phone,Apparel,77.19,3,2023-02-20,2025-07-15,222.23,Yes,4
CUST-0378,Female,57,Georgia,Southeast,$30K-$50K,Email,Electronics,95.05,10,2024-06-20,2024-09-09,852.53,Yes,4
CUST-0379,Male,64,California,West,$50K-$75K,Email,Apparel,78.74,4,2023-11-09,2024-06-22,376.4,No,5
CUST-0380,Male,50,Colorado,Southwest,Under $30K,Phone,Apparel,50.49,5,2023-03-29,2024-04-25,276.64,Yes,4
CUST-0381,Male,43,North Carolina,Southeast,$75K-$100K,Direct Mail,Electronics,23.05,1,2024-07-04,2024-07-04,20.39,No,5
CUST-0382,Male,66,Nevada,West,$75K-$100K,Direct Mail,Electronics,165.3,1,2023-06-24,2023-06-24,136.21,Yes,4
CUST-0383,Female,63,Illinois,Midwest,Over $150K,Direct Mail,Kitchen,275.3,7,2024-01-04,2024-04-20,1556.39,No,4
CUST-0384,Male,42,Virginia,Southeast,$75K-$100K,Web,Apparel,62.15,8,2024-07-28,2025-12-30,402.03,Yes,4
CUST-0385,Female,69,Minnesota,Midwest,$30K-$50K,Email,Home & Garden,104.53,1,2024-05-28,2024-05-28,95.16,Yes,3
CUST-0386,Female,36,Texas,Southwest,$30K-$50K,Phone,Kitchen,24.99,2,2024-11-25,2025-09-19,57.43,No,4
CUST-0387,Female,41,Washington,West,Over $150K,Email,Electronics,106.5,1,2024-07-08,2024-07-08,114.34,Yes,3
CUST-0388,Female,71,Washington,West,$30K-$50K,Referral,Books & Media,58.99,3,2023-05-02,2024-07-07,164.06,No,5
CUST-0389,Female,41,Minnesota,Midwest,$50K-$75K,Referral,Outdoor,187.65,2,2023-07-12,2024-04-19,319.99,Yes,5
CUST-0390,Male,60,Oregon,West,$50K-$75K,Web,Home & Garden,142.31,3,2024-05-29,2025-09-11,421.6,No,3
CUST-0391,Female,30,Oklahoma,Southwest,$30K-$50K,Direct Mail,Home & Garden,155.38,7,2024-02-27,2024-08-15,1193.11,No,5
CUST-0392,Female,61,Massachusetts,Northeast,$75K-$100K,Email,Electronics,72.79,2,2023-02-12,2025-09-14,159.28,No,4
CUST-0393,Male,55,Utah,West,$30K-$50K,Email,Outdoor,141.91,1,2024-07-04,2024-07-04,135.98,No,4
CUST-0394,Male,40,California,West,$50K-$75K,Phone,Kitchen,67.89,1,2023-10-29,2023-10-29,70.96,Yes,4
CUST-0395,Female,27,Virginia,Southeast,$100K-$150K,Direct Mail,Kitchen,282.75,4,2023-05-19,2025-02-06,1091.89,No,3
CUST-0396,Female,27,Washington,West,$50K-$75K,Web,Books & Media,162.35,4,2023-05-07,2024-04-03,549.18,No,4
CUST-0397,Male,46,Nevada,West,$75K-$100K,Direct Mail,Apparel,92.41,6,2023-06-03,2024-06-15,636.26,Yes,5
CUST-0398,Female,68,New Mexico,Southwest,$100K-$150K,Email,Kitchen,55.12,1,2023-07-27,2023-07-27,44.17,No,1
CUST-0399,Male,60,Oklahoma,Southwest,$100K-$150K,Direct Mail,Electronics,154.51,2,2023-03-23,2025-09-07,321.39,Yes,4
CUST-0400,Male,25,Utah,West,$30K-$50K,Direct Mail,Home & Garden,33.52,1,2024-08-14,2024-08-14,38.05,Yes,5
CUST-0401,Female,33,New York,Northeast,$30K-$50K,Direct Mail,Kitchen,115.58,3,2024-07-29,2024-06-30,411.41,No,4
CUST-0402,Female,42,New York,Northeast,$50K-$75K,Email,Apparel,94.05,3,2023-10-27,2025-04-27,240.9,No,3
CUST-0403,Male,66,Nevada,West,$50K-$75K,Direct Mail,Electronics,196.18,3,2023-03-31,2025-05-10,641.29,No,5
CUST-0404,Female,38,Minnesota,Midwest,$75K-$100K,Referral,Home & Garden,46.8,3,2024-06-16,2025-10-09,140.27,No,5
CUST-0405,Male,22,North Carolina,Southeast,$30K-$50K,Email,Outdoor,121.15,1,2024-09-22,2024-09-22,145.33,No,4
CUST-0406,Male,62,Washington,West,$50K-$75K,Direct Mail,Outdoor,71.94,3,2023-11-28,2024-01-07,182.48,Yes,4
CUST-0407,Male,75,Utah,West,$30K-$50K,Email,Home & Garden,111.53,7,2023-02-06,2025-10-23,666.96,Yes,4
CUST-0408,Female,72,Oregon,West,$100K-$150K,Referral,Apparel,167.1,3,2024-11-25,2024-11-19,512.36,Yes,4
